Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
6f2ede50,,NMC,75.0,91.0,970.0,35.36,0.916,2.68,Aggressive,0.055,46.13,Unhealthy
e0a1bdf6,Hyundai Ioniq 5,NMC,72.6,117.0,1799.0,45.72,0.993,2.15,Aggressive,0.054,38.6,Unhealthy
104e8545,Wuling Air EV,,26.0,27.0,213.0,22.3,0.65,0.73,Aggressive,0.022,84.41,Healthy
,Tesla Model 3,,75.0,100.0,1469.0,36.69,0.738,,Aggressive,0.095,44.31,Unhealthy
7f1baef0,Hyundai Ioniq 5,NMC,72.6,32.0,384.0,34.5,0.2,1.44,Conservative,0.03,92.9,Healthy
,Wuling Air EV,LFP,26.0,49.0,287.0,37.1,0.15,1.45,Conservative,0.04,90.76,Healthy
,Wuling Air EV,LFP,26.0,87.0,,37.45,0.721,2.2,Aggressive,0.118,36.84,Unhealthy
b9f91292,Hyundai Ioniq 5,NMC,72.6,13.0,70.0,11.2,0.34,1.82,Moderate,0.019,83.81,Healthy
ac64decf,Wuling Air EV,LFP,26.0,95.0,1209.0,45.28,0.815,3.34,Moderate,,61.33,Unhealthy
155f0f58,Ford Mustang Mach-E,NMC,88.0,2.0,13.0,,0.08,0.92,Moderate,0.014,95.32,Healthy
13aa7275,Wuling Air EV,LFP,26.0,88.0,508.0,24.4,0.16,0.86,Aggressive,0.03,87.69,Healthy
0b108130,,NMC,88.0,63.0,865.0,,0.74,1.33,Conservative,0.016,97.32,Healthy
cc002e4c,Ford Mustang Mach-E,NMC,88.0,51.0,696.0,30.8,0.22,1.49,Moderate,0.031,93.01,
0db10fc3,BYD Atto 3,LFP,60.0,84.0,770.0,17.6,0.59,1.76,Aggressive,0.019,91.6,Healthy
,Tesla Model 3,NMC,75.0,9.0,44.0,,0.46,1.88,Conservative,0.018,93.11,Healthy
c9c43225,Tesla Model 3,NMC,75.0,12.0,110.0,41.6,,0.65,Conservative,0.024,88.61,
966604f9,Wuling Air EV,LFP,26.0,83.0,788.0,13.3,0.94,1.12,Moderate,0.031,89.09,Healthy
,BYD Atto 3,LFP,60.0,69.0,1682.0,40.28,0.961,2.29,Aggressive,0.082,47.41,Unhealthy
0a43c6aa,Ford Mustang Mach-E,NMC,88.0,14.0,88.0,17.4,0.11,1.67,Aggressive,0.029,95.32,Healthy
ff8b0db2,Hyundai Ioniq 5,nmc,72.6,91.0,1046.0,45.81,,3.41,Aggressive,0.088,42.46,Unhealthy
f4a4183c,Ford Mustang Mach-E,NMC,88.0,11.0,91.0,32.1,0.38,2.45,Aggressive,0.019,92.26,Healthy
b563d78a,Tesla Model 3,NMC,75.0,97.0,1707.0,47.76,0.734,2.16,Moderate,,68.04,Unhealthy
f256543c,Tesla Model 3,NMC,75.0,116.0,1241.0,35.4,0.781,2.01,Aggressive,0.096,43.16,Unhealthy
d450da89,Wuling Air EV,LFP,26.0,91.0,1212.0,44.55,0.924,2.56,Moderate,0.098,68.04,Unhealthy
 438a46eb ,Tesla Model 3,NMC,75.0,92.0,477.0,17.2,0.96,,moderate,0.041,96.15,Healthy
,Wuling Air EV,LFP,26.0,,516.0,15.5,0.71,1.93,,0.014,96.03,Healthy
53f621eb,Hyundai Ioniq 5,NMC,,81.0,1907.0,48.33,0.984,2.26,Aggressive,0.101,,Unhealthy
21f4aebe,,LFP,26.0,,,17.8,0.63,2.46,Moderate,0.011,97.58,Healthy
35419c69,Wuling Air EV,LFP,26.0,21.0,310.0,23.4,0.01,1.51,Moderate,0.031,92.6,Healthy
3269720a,Ford Mustang Mach-E,NMC,88.0,1.0,9.0,44.3,0.71,0.9,Moderate,0.014,89.04,Healthy
,Hyundai Ioniq 5,,72.6,,559.0,,0.12,0.73,Moderate,0.028,82.99,Healthy
dab6a9e8,Tesla Model 3,NMC,75.0,95.0,1767.0,42.46,0.837,2.39,Aggressive,,68.88,Unhealthy
125fa39d,Wuling Air EV,LFP,,32.0,134.0,,0.26,1.76,Moderate,0.043,92.7,Healthy
b6e736c5,Ford Mustang Mach-E,,88.0,,1287.0,44.06,0.795,2.33,Moderate,0.113,67.91,Unhealthy
ae1e97c2,Hyundai Ioniq 5,NMC,72.6,74.0,465.0,21.5,0.3,1.48,Conservative,,85.25,HEALTHY
Fd450B12,Hyundai Ioniq 5,NMC,72.6,119.0,822.0,42.5,0.728,3.21,,0.063,37.69,Unhealthy
,HYUNDAI IONIQ 5,NMC,72.6,81.0,380.0,37.9,,,Moderate,0.032,85.09,Healthy
01de4a2e,Tesla Model 3,NMC,75.0,95.0,1597.0,44.47,0.995,3.25,Aggressive,0.111,47.65,Unhealthy
b9cc44d1,Tesla Model 3,,75.0,85.0,1321.0,39.35,0.916,2.37,Moderate,0.09,50.07,Unhealthy
2d5e6982,Tesla Model 3,NMC,,30.0,,23.7,0.96,0.95,Aggressive,0.03,84.29,Healthy
be61fb83,BYD Atto 3,lfp,60.0,81.0,1015.0,13.3,0.87,2.43,Moderate,0.016,95.75,Healthy
68314c8e,Ford Mustang Mach-E,NMC,88.0,48.0,279.0,24.4,0.97,0.64,Aggressive,0.025,,Healthy
b22721be,Ford Mustang Mach-E,NMC,88.0,68.0,1019.0,22.2,0.64,1.14,Aggressive,0.022,91.36,
aa3d8af1,Hyundai Ioniq 5,NMC,72.6,92.0,1663.0,44.93,0.785,2.3,Aggressive,0.059,68.68,
,Hyundai Ioniq 5,NMC,72.6,63.0,1293.0,35.73,0.747,3.1,Moderate,0.069,52.75,
1ca14152,,LFP,60.0,86.0,862.0,19.8,0.31,0.96,Moderate,0.043,88.51,Healthy
,BYD Atto 3,LFP,60.0,79.0,632.0,30.6,0.78,0.7,Moderate,0.018,92.1,Healthy
d8362aa2,Wuling Air EV,LFP,,28.0,289.0,27.3,0.85,1.9,Conservative,0.027,90.93,Healthy
,Wuling Air EV,LFP,26.0,87.0,980.0,30.0,0.18,2.34,Moderate,0.043,,Healthy
c7bd35e2,Ford Mustang Mach-E,NMC,88.0,103.0,1353.0,,0.844,2.31,Aggressive,0.069,50.8,Unhealthy
,,NMC,88.0,53.0,361.0,26.7,0.41,1.65,,0.038,86.83,Healthy
,Ford Mustang Mach-E,NMC,88.0,59.0,395.0,43.4,0.21,1.04,Moderate,0.044,,Healthy
bf4d6e9d,Ford Mustang Mach-E,NMC,88.0,9.0,39.0,19.9,0.26,1.23,Aggressive,0.031,90.6,Healthy
444a5a1d,Wuling Air EV,LFP,26.0,75.0,564.0,23.7,0.02,0.81,Moderate,0.022,91.66,Healthy
ae04e3e1,Tesla Model 3,NMC,,89.0,1723.0,40.95,0.983,,Aggressive,0.102,42.09,
2e1e8512,Wuling Air EV,LFP,26.0,84.0,1582.0,46.47,0.815,2.85,Aggressive,0.111,38.2,Unhealthy
5af707b2,Wuling Air EV,LFP,26.0,24.0,162.0,26.5,0.85,2.18,Moderate,0.039,88.13,Healthy
0503f12d,Wuling Air Ev,LFP,26.0,4.0,28.0,35.5,0.09,0.64,Moderate,0.02,97.44,Healthy
2b1bde1e,Ford Mustang Mach-E,NMC,88.0,80.0,951.0,23.6,0.79,2.01,Moderate,0.016,81.51,Healthy
e4aa1cec,Ford Mustang Mach-E,NMC,88.0,53.0,700.0,16.9,0.85,2.09,Conservative,0.035,86.25,Healthy
95e1d820,Wuling Air EV,LFP,26.0,28.0,134.0,33.3,0.13,1.56,Conservative,0.032,87.54,Healthy
6c416afa,Tesla Model 3,NMC,75.0,41.0,556.0,18.8,0.95,1.28,Moderate,0.041,80.3,Healthy
742d2d7f,Wuling Air EV,,26.0,,94.0,20.3,0.91,2.21,Aggressive,0.044,86.57,Healthy
5ec55a25,Ford Mustang Mach-E,NMC,88.0,82.0,1090.0,48.37,0.779,2.04,Moderate,0.053,51.11,Unhealthy
e5a9109f,Wuling Air EV,LFP,26.0,16.0,,17.2,0.43,2.34,Moderate,0.04,84.93,
0dc4373b,WULING AIR EV,LFP,26.0,73.0,1534.0,42.46,0.755,3.03,Aggressive,,56.98,Unhealthy
,BYD Atto 3,LFP,60.0,83.0,1202.0,30.9,0.75,2.4,,0.012,89.11,Healthy
fe6498fe,Tesla Model 3,NMC,75.0,61.0,1065.0,41.04,0.8,3.13,Aggressive,0.076,46.4,Unhealthy
60da7af4,Tesla Model 3,NMC,75.0,,103.0,27.5,0.79,1.66,Moderate,0.033,86.06,
9c15d647,BYD Atto 3,LFP,60.0,17.0,70.0,24.8,0.16,2.04,Conservative,0.037,93.07,Healthy
e6ec5659,Hyundai Ioniq 5,NMC,72.6,58.0,447.0,22.0,0.4,1.53,Moderate,0.044,89.18,Healthy
bbfaba5d,Wuling Air EV,LFP,26.0,62.0,1686.0,43.54,0.944,2.72,Aggressive,,62.42,Unhealthy
f4cd3d75, Tesla Model 3 ,,75.0,,,33.4,0.87,1.07,Conservative,0.023,82.34,
40b8f6a4, Hyundai Ioniq 5 ,NMC,72.6,,1172.0,39.53,0.871,2.02,Moderate,0.095,58.05,Unhealthy
e6fa96a4,Wuling Air EV,LFP,26.0,24.0,254.0,24.5,0.3,0.73,Conservative,0.016,,Healthy
b5d6ac5e,BYD Atto 3,LFP,60.0,,192.0,27.9,0.94,1.82,,0.04,81.79,Healthy
,Wuling Air EV,,26.0,38.0,356.0,22.1,0.53,1.64,Conservative,0.021,95.1,Healthy
b89016c4,Wuling Air EV,LFP,26.0,84.0,1063.0,28.0,0.68,1.36,Moderate,0.031,,Healthy
d191e95e,,NMC,75.0,30.0,213.0,37.0,0.76,1.73,Aggressive,0.024,,Healthy
f66d4004,Tesla Model 3,NMC,75.0,87.0,1666.0,42.08,0.723,2.75,Moderate,0.078,,Unhealthy
e4490170,Ford Mustang Mach-E,NMC,88.0,5.0,56.0,26.6,0.93,,Aggressive,0.024,96.67,Healthy
d515991a,Hyundai Ioniq 5,NMC,72.6,53.0,367.0,38.9,0.63,1.64,Moderate,0.036,94.27,Healthy
8f1cae85,Hyundai Ioniq 5,NMC,72.6,28.0,216.0,26.9,,0.65,Moderate,0.023,96.6,Healthy
268460ff,wuling air ev,LFP,26.0,,921.0,19.9,0.43,1.4,,0.034,91.99,Healthy
,BYD Atto 3,LFP,,86.0,1774.0,45.85,0.927,2.9,,0.1,37.13,Unhealthy
115a6a90,BYD Atto 3,LFP,60.0,72.0,,47.37,0.879,3.31,Moderate,0.101,59.53,Unhealthy
d1d63e01,Hyundai Ioniq 5,NMC,72.6,93.0,743.0,22.7,0.97,0.56,Conservative,0.011,84.24,HEALTHY
47bf748e,Wuling Air EV,LFP,26.0,,373.0,21.0,0.99,1.34,Aggressive,0.021,96.1,Healthy
9744cf27,Tesla Model 3,NMC,75.0,63.0,291.0,24.0,0.85,2.05,Moderate,0.021,83.32,Healthy
75240da0,BYD Atto 3,LFP,60.0,4.0,52.0,,0.86,1.15,CONSERVATIVE,0.036,83.84,
2a0150b0,,NMC,72.6,32.0,226.0,26.3,0.52,2.0,Moderate,0.021,84.88,Healthy
2543820b,Ford Mustang Mach-E,NMC,88.0,96.0,1288.0,41.46,,2.96,Aggressive,0.094,37.42,Unhealthy
d7e78da6,Hyundai Ioniq 5,NMC,72.6,85.0,,29.7,0.03,2.47,Moderate,0.032,85.48,
05fc07a2,BYD Atto 3,LFP,60.0,,1665.0,41.29,0.777,2.38,Aggressive,0.094,48.53,Unhealthy
2ffdd862,Tesla Model 3,NMC,75.0,119.0,1818.0,35.32,0.921,3.31,Aggressive,0.058,58.84,Unhealthy
CE1AB861,Hyundai Ioniq 5,,72.6,1.0,9.0,2.5,0.04,2.35,Conservative,0.034,89.26,
ac0a2384,Tesla Model 3,NMC,75.0,97.0,,46.75,0.708,,Moderate,0.05,65.14,Unhealthy
,Wuling Air EV,LFP,26.0,46.0,266.0,39.8,0.92,,Conservative,0.033,92.84,Healthy
9a691905,BYD Atto 3,LFP,60.0,10.0,78.0,12.4,0.25,1.71,Aggressive,0.031,96.67,Healthy
e5eee336,Ford Mustang Mach-E,NMC,88.0,42.0,343.0,28.9,0.09,0.86,Moderate,0.024,,Healthy
3950ef50,Hyundai Ioniq 5,NMC,72.6,91.0,1344.0,26.8,0.58,1.53,Aggressive,0.023,97.18,Healthy
1d19bc08,Wuling Air EV,LFP,26.0,82.0,1430.0,35.15,0.777,2.9,Aggressive,0.085,41.44,Unhealthy
b541cf8f,BYD Atto 3,LFP,60.0,64.0,1600.0,42.98,0.701,2.94,Aggressive,0.076,36.97,Unhealthy
28ae31d7,Ford Mustang Mach-E,NMC,88.0,70.0,1716.0,36.29,0.897,2.65,Aggressive,0.051,55.59,Unhealthy
dcb632e5,Wuling Air EV,LFP,26.0,26.0,265.0,32.6,0.7,2.23,Moderate,0.03,96.58,Healthy
,BYD Atto 3,LFP,60.0,32.0,216.0,25.9,0.73,2.38,Moderate,0.012,80.97,Healthy
19b1f3ce,Wuling Air EV,LFP,26.0,,,43.36,0.944,2.71,Aggressive,0.073,54.35,Unhealthy
7dabf991,Tesla Model 3,NMC,75.0,36.0,152.0,21.6,0.05,2.16,Aggressive,0.041,86.49,Healthy
6ee1a7d4,BYD Atto 3,LFP,60.0,88.0,1246.0,,0.802,2.51,Moderate,0.083,55.12,Unhealthy
11ed6b33,Tesla Model 3,NMC,75.0,25.0,178.0,,0.05,0.92,Conservative,0.039,94.64,Healthy
2Df051E6,Tesla Model 3,NMC,75.0,113.0,941.0,,0.814,2.55,Aggressive,0.094,56.07,Unhealthy
4f76da08,Tesla Model 3,Nmc,75.0,,1056.0,41.63,0.956,2.45,Moderate,0.075,61.98,Unhealthy
80ed8e31,Ford Mustang Mach-E,NMC,88.0,71.0,894.0,32.4,0.1,1.61,Conservative,0.022,,Healthy
21ca105c,Ford Mustang Mach-E,NMC,88.0,96.0,,48.96,0.735,,Aggressive,0.052,59.43,Unhealthy
0fa61cda,Ford Mustang Mach-E,NMC,88.0,85.0,472.0,21.4,0.12,1.02,conservative,0.03,94.02,Healthy
1b4dc84b,BYD Atto 3,,60.0,75.0,776.0,19.9,0.58,2.16,Moderate,0.043,92.94,Healthy
1cd5de63,BYD Atto 3,LFP,,66.0,1862.0,36.79,0.847,3.28,Moderate,0.115,56.74,Unhealthy
eb903c61,ford mustang mach-e,NMC,88.0,73.0,1482.0,49.43,0.854,3.26,Moderate,0.07,57.49,Unhealthy
458a6682,BYD Atto 3,LFP,60.0,67.0,674.0,27.9,,2.21,CONSERVATIVE,0.02,88.94,Healthy
 84b79607 ,Wuling Air EV,LFP,26.0,97.0,1125.0,46.06,0.952,,,0.085,57.42,Unhealthy
fb3260a1,Hyundai Ioniq 5,NMC,72.6,62.0,874.0,17.3,0.47,1.27,moderate,0.036,80.74,HEALTHY
9ed6b79a,,LFP,60.0,14.0,179.0,32.5,0.3,0.91,Aggressive,0.013,,Healthy
77feeb7a,BYD Atto 3,LFP,60.0,95.0,680.0,34.3,0.99,0.81,Moderate,0.028,80.87,Healthy
432967e3,Tesla Model 3,NMC,75.0,52.0,387.0,22.8,,1.36,,0.041,90.87,Healthy
31d00652,Hyundai Ioniq 5,NMC,72.6,,1186.0,37.51,0.95,3.16,Aggressive,0.103,46.77,Unhealthy
15c6993a,Tesla Model 3,NMC,75.0,107.0,807.0,,0.879,2.86,Aggressive,0.117,,Unhealthy
8a0ed5a6,Wuling Air EV,LFP,26.0,74.0,1959.0,42.02,0.875,2.31,Aggressive,0.055,49.46,Unhealthy
b8590c53,Ford Mustang Mach-E,NMC,88.0,21.0,172.0,24.8,0.79,1.19,Aggressive,0.029,94.41,Healthy
5f70e19e,Ford Mustang Mach-E, NMC ,88.0,96.0,1702.0,43.21,0.91,2.62,Aggressive,0.072,54.66,Unhealthy
be4f6f7b,,NMC,72.6,,939.0,39.51,,2.83,Moderate,0.082,66.36,Unhealthy
cc72a214,Wuling Air EV,,26.0,78.0,583.0,30.2,0.99,0.56, Moderate ,0.032,90.53,Healthy
1b259428,Wuling Air EV,LFP,26.0,63.0,315.0,23.8,0.22,1.88,Moderate,0.042,97.95,Healthy
8f4e8e67,BYD Atto 3,LFP,60.0,106.0,1422.0,35.86,0.821,3.32,Aggressive,0.084,64.16,Unhealthy
eb6ab190,BYD Atto 3,LFP,60.0,42.0,579.0,7.8,0.87,0.84,Moderate,0.035,,Healthy
79bc613c,Hyundai Ioniq 5,Nmc,72.6,16.0,91.0,10.2,0.69,0.91,Aggressive,0.034,93.48,Healthy
33df42eb,BYD Atto 3,LFP,60.0,51.0,251.0,41.5,0.89,2.19,Aggressive,0.031,92.01,Healthy
a212bb59,Ford Mustang Mach-E,NMC,88.0,47.0,353.0,22.3,0.7,1.47,Moderate,0.032,97.85,Healthy
,Wuling Air EV,LFP,26.0,36.0,265.0,20.4,0.28,2.29,Conservative,0.038,92.84,Healthy
8b81d45e,Hyundai Ioniq 5,Nmc,72.6,116.0,1067.0,40.37,,3.18,Moderate,0.107,,Unhealthy
3b0c3770,Wuling Air EV,LFP,26.0,41.0,544.0,,0.98,1.88,Moderate,0.044,82.95,Healthy
e3cf519e,Wuling Air EV, LFP ,26.0,33.0,177.0,23.4,0.78,0.51,Moderate,0.038,97.2,Healthy
d4de9689,Ford Mustang Mach-E,NMC,88.0,79.0,864.0,19.7,0.93,1.6,,0.035,92.02,Healthy
9265d858,Hyundai Ioniq 5,NMC,72.6,80.0,1033.0,,0.864,, Aggressive ,0.08,48.22,Unhealthy
6e52a231,Ford Mustang Mach-E,NMC,,109.0,1065.0,41.18,0.905,2.08,Aggressive,0.077,,Unhealthy
e49f7289,Hyundai Ioniq 5,NMC,,75.0,1059.0,41.61,0.908,2.16,Moderate,0.059,,Unhealthy
C9BF93B7,Hyundai Ioniq 5,NMC,,46.0,421.0,21.3,0.5,1.8,Aggressive,0.015,81.07,
ee67a6cd,Ford Mustang Mach-E,NMC,88.0,62.0,1050.0,39.02,0.851,2.92,Aggressive,0.061,45.71,Unhealthy
52fd104e,Wuling Air EV,LFP,26.0,74.0,668.0,35.3,0.84,0.86,Moderate,0.039,91.84,Healthy
a932522b,Wuling Air EV,LFP,26.0,76.0,807.0,17.9,0.85,2.06,Moderate,0.036,95.9,Healthy
,BYD Atto 3,,60.0,91.0,1275.0,11.9,,1.45,Conservative,0.037,90.39,Healthy
94411a47,Hyundai Ioniq 5,NMC,72.6,54.0,289.0,15.4,0.56,,Moderate,0.018,86.37,Healthy
5a34d6db,BYD Atto 3,LFP,60.0,20.0,83.0,32.4,0.64,0.68,Moderate,0.042,94.78,Healthy
f61d7f64,Wuling Air EV,LFP,26.0,69.0,1012.0,19.3,0.19,,Aggressive,0.013,94.09,Healthy
58a60569,byd atto 3,LFP,60.0,79.0,594.0,35.5,0.56,1.43,Aggressive,0.019,89.8,
7d55f09b,Ford Mustang Mach-E,NMC,88.0,72.0,1361.0,,0.85,2.56,Aggressive,0.074,46.56,Unhealthy
ee9ca8fd,BYD Atto 3,LFP,60.0,90.0,,13.4,0.21,1.99,Moderate,0.033,82.78,Healthy
,,LFP,60.0,109.0,1614.0,45.96,,3.28,Aggressive,0.075,44.61,Unhealthy
66477567,,NMC,75.0,81.0,918.0,27.1,0.78,0.67,Aggressive,0.034,84.52,Healthy
61bdcbe9,Wuling Air EV,LFP,26.0,,533.0,,0.87,1.71,Moderate,0.021,93.29,Healthy
597247cf,Wuling Air EV,LFP,26.0,89.0,1591.0,40.5,0.933,2.98,Aggressive,0.058,,Unhealthy
 b9e40fb5 ,Hyundai Ioniq 5,NMC,72.6,12.0,75.0,20.7,0.49,,Moderate,0.035,94.51,Healthy
,BYD Atto 3,,60.0,71.0,715.0,18.2,0.31,2.04,Conservative,0.024,85.03,Healthy
a72745a1,BYD Atto 3,LFP,60.0,28.0,232.0,29.4,0.2,0.9,Moderate,0.01,86.62,Healthy
ad9e60f8,BYD Atto 3,LFP,,106.0,1549.0,40.81,,2.88,Aggressive,0.056,37.63,Unhealthy
78213f3c,Hyundai Ioniq 5,NMC,72.6,80.0,842.0,42.8,0.51,,Moderate,0.016,81.4,Healthy
6dac5397,Wuling Air EV,LFP,26.0,80.0,725.0,20.6,0.22,2.49,Moderate,0.041,92.84,HEALTHY
b2a3ba7d,BYD Atto 3,LFP,60.0,92.0,1936.0,38.95,0.766,2.62,Aggressive,0.066,47.6,Unhealthy
5c5c5315,Hyundai Ioniq 5,NMC,72.6,56.0,490.0,,0.0,0.71,Moderate,0.018,80.06,
b67c4179,Wuling Air EV,LFP,26.0,69.0,394.0,20.3,0.75,1.7,Conservative,0.014,80.84,Healthy
e3ff1610,Ford Mustang Mach-E,,88.0,94.0,1041.0,40.06,0.769,2.39,Aggressive,,42.61,UNHEALTHY
1f76cec5,Tesla Model 3,NMC,75.0,102.0,814.0,39.04,,2.51,Aggressive,0.119,63.65,
d0bb5e24,Hyundai Ioniq 5,NMC,72.6,85.0,1434.0,,0.821,3.17,Moderate,0.093,58.11,Unhealthy
10429e72,Ford Mustang Mach-E,NMC,88.0,,1629.0,48.48,0.957,2.29,Aggressive,0.069,37.39,Unhealthy
,BYD Atto 3,LFP,60.0,62.0,304.0,18.6,0.77,1.48,Moderate,0.034,80.08,Healthy
4a91f4f7,Ford Mustang Mach-E,,88.0,76.0,,26.0,0.41,1.31,,,91.62,Healthy
,Ford Mustang Mach-E,NMC,88.0,94.0,1331.0,,0.95,2.94,Aggressive,0.067,45.11,Unhealthy
43434b33,Ford Mustang Mach-E,NMC,88.0,60.0,511.0,20.5,0.14,,Conservative,0.038,87.51,Healthy
8bc7d8b2,Tesla Model 3,NMC,75.0,24.0,240.0,32.9,0.96,2.33,Moderate,0.04,85.36,Healthy
795c2cab,Tesla Model 3,NMC,75.0,,,35.04,0.74,3.46,Aggressive,,61.1,Unhealthy
38343dcb, Hyundai Ioniq 5 ,,72.6,65.0,1664.0,41.51,0.775,3.42,Aggressive,0.094,46.82,Unhealthy
2ece2782,BYD Atto 3,LFP,60.0,78.0,969.0,24.0,0.72,1.06,moderate,,96.43, Healthy 
9d1d2553,Hyundai Ioniq 5,NMC,72.6,,123.0,27.3,0.57,0.7,Conservative,0.021,83.47,Healthy
55dca3b3,Tesla Model 3,NMC,,15.0,161.0,17.3,0.87,1.61,Conservative,0.028,87.01,Healthy
0f849b33,tesla model 3,NMC,75.0,86.0,1016.0,35.52,0.708,2.65,Moderate,0.119,55.07,
0c62b5f0,Wuling Air EV,,26.0,27.0,202.0,35.2,0.82,1.62,Conservative,0.033,96.93,Healthy
701923ba,Hyundai Ioniq 5,NMC,,96.0,1681.0,46.09,0.846,3.11,Moderate,0.1,50.71,Unhealthy
2977e839,Tesla Model 3,,75.0,63.0,1613.0,44.75,0.853,2.81,Aggressive,0.111,44.84,Unhealthy
88a94817,Tesla Model 3,NMC,75.0,73.0,1413.0,46.07,0.789,2.33,Aggressive,0.102,,Unhealthy
5b95ef20,Hyundai Ioniq 5,NMC,72.6,91.0,869.0,37.5,0.54,0.84,Aggressive,,87.69,Healthy
cc793c08,Tesla Model 3,NMC,75.0,113.0,1544.0,38.35,0.7,3.38,Aggressive,0.072,49.12,Unhealthy
9a8250d1,Tesla Model 3,NMC,75.0,84.0,1573.0,41.01,0.996,2.53,,0.099,46.38,Unhealthy
6fa7d24b,Wuling Air EV,LFP,26.0,67.0,290.0,18.2,0.08,0.88,Conservative,0.011,89.98,Healthy
bdf9259f,Tesla Model 3,NMC,75.0,61.0,481.0,31.9,0.34,1.38,Moderate,0.027,81.45,Healthy
9E3379A0,Ford Mustang Mach-E,NMC,88.0,15.0,74.0,14.9,0.48,1.86,Conservative,0.01,94.22,Healthy
de202cae,BYD Atto 3,LFP,60.0,,1098.0,43.43,0.836,2.84,Aggressive,0.105,45.89,Unhealthy
874722fe,Tesla Model 3,NMC,75.0,94.0,895.0,44.0,0.33,0.98,Moderate,0.043,87.61,Healthy
3dae8254,BYD Atto 3,LFP,60.0,67.0,873.0,25.3,0.21,1.62,Moderate,0.038,94.41,Healthy
0aa3014a,BYD Atto 3,LFP,60.0,35.0,452.0,16.0,0.78,2.07,Moderate,0.017,84.57,
c0f5b7aa,Ford Mustang Mach-E,,88.0,63.0,1645.0,40.59,0.869,2.35,Moderate,0.117,66.72,Unhealthy
c11f4bc9,Hyundai Ioniq 5,NMC,72.6,65.0,1941.0,,0.831,2.42,Aggressive,0.087,37.57,
9d836696,Tesla Model 3,NMC,75.0,27.0,369.0,20.7,0.03,2.28,Moderate,0.02,87.6,Healthy
de922dcf,Ford Mustang Mach-E,NMC,88.0,66.0,327.0,19.9,0.77,0.6,Moderate,0.044,94.16,Healthy
cf18d3b9,Ford Mustang Mach-E,NMC,88.0,50.0,477.0,23.3,0.43,2.35,Moderate,0.023,97.53,Healthy
9515a39a,Ford Mustang Mach-E,NMC,88.0,61.0,,27.8,0.19,2.15,Conservative,0.037,81.07,Healthy
c79b33a1,BYD Atto 3,LFP,60.0,65.0,1451.0,40.81,0.971,2.45,Moderate,0.098,67.93,Unhealthy
34b01872,Ford Mustang Mach-E,NMC,88.0,29.0,323.0,35.3,0.3,1.03,Conservative,0.026,94.62,Healthy
3c11f4ef,Wuling Air EV,LFP,26.0,52.0,592.0,39.9,0.2,1.8,Moderate,0.04,85.41,Healthy
f0b22cd9,Hyundai Ioniq 5,NMC,72.6,61.0,884.0,37.52,0.715,3.22,Aggressive,0.079,53.25,Unhealthy
05de32bb,,LFP,26.0,,1227.0,38.8,0.746,2.3,Aggressive,,44.27,Unhealthy
42f23f21,Ford Mustang Mach-E,NMC,88.0,79.0,343.0,27.6,0.26,0.7,Moderate,0.035,,Healthy
837a5158,Hyundai Ioniq 5,NMC,,39.0,326.0,15.6,0.79,,Moderate,0.011,85.22,Healthy
ce41b016, Wuling Air EV ,LFP,,90.0,666.0,23.3,0.71,2.22,Moderate,,91.04,Healthy
e6000cef,Ford Mustang Mach-E,NMC,88.0,73.0,979.0,35.12,0.904,2.02,Aggressive,0.099,36.01,Unhealthy
14312919,Wuling Air EV,LFP,26.0,84.0,1198.0,31.5,0.28,1.02,Conservative,,86.37,Healthy
d1e15c6f,Tesla Model 3,NMC,75.0,20.0,164.0,25.6,0.39,1.76,Aggressive,0.042,86.01,Healthy
ce05e12c,HYUNDAI IONIQ 5,NMC,72.6,38.0,397.0,28.9,0.53,0.95,Moderate,0.014,80.68,
e8c7e7d8,Wuling Air EV,LFP,,51.0,293.0,27.1,0.65,0.94,Conservative,,82.65,Healthy
820bb455,Wuling Air EV,,26.0,71.0,1076.0,42.21,0.713,2.72,Aggressive,0.12,37.75,Unhealthy
b79769f9,Tesla Model 3,NMC,75.0,7.0,88.0,30.3,0.08,1.46,Conservative,0.021,96.51,Healthy
967ab3aa,Hyundai Ioniq 5,NMC,72.6,,1490.0,40.1,,3.1,Aggressive,,49.41,Unhealthy
37487206,Ford Mustang Mach-E,NMC,88.0,60.0,1227.0,39.31,0.904,2.35,Aggressive,0.073,35.58,Unhealthy
1dd13deb,Wuling Air EV,LFP,26.0,35.0,202.0,,,,Aggressive,0.041,,Healthy
6ac9458a,Tesla Model 3,NMC,75.0,4.0,44.0,25.4,,1.0,Moderate,0.037,94.05,Healthy
72d4d38e,Tesla Model 3,NMC,75.0,114.0,1528.0,43.52,0.803,3.35,,0.052,65.74,Unhealthy
7bd1e46a,Ford Mustang Mach-E,,88.0,19.0,263.0,14.2,0.05,1.34,Conservative,0.023,85.16,Healthy
e4e6551c,Tesla Model 3,NMC,75.0,60.0,624.0,31.1,0.54,1.25,Conservative,0.016,87.24,Healthy
,Ford Mustang Mach-E,NMC,88.0,83.0,573.0,31.9,0.75,0.6,Conservative,0.01,,Healthy
